Id,Name,Country,City,Latitude,Longitude,Address
1795300000000.0,Hampshire Hotel Rembrandt Square Amsterdam,NL,Amsterdam,52.3663466,4.8985764,"Amstelstraat 17, 1017 DA Amsterdam, Nederland, Amsterdam, Noord-Holland 1017 DA, NLD"
1881200000000.0,Park Plaza Victoria Amsterdam,NL,Amsterdam,52.377278,4.897818,"Prins Hendrikkade 46, 1012 TM Amsterdam, Nederland, Amsterdam, Noord-Holland 1012 TM, NLD"
1924150000000.0,De L Europe Amsterdam,NL,Amsterdam,52.3678779,4.8948936,"Nieuwe Doelenstraat 12, 1012 CP Amsterdam, Nederland, Amsterdam, Noord-Holland 1012 CP, NLD"
2018630000000.0,Boutique Hotel Notting Hill,NL,Amsterdam,52.3583821,4.8988777,"Westeinde 26, 1017 ZP Amsterdam, Nederland, Amsterdam, Noord-Holland 1017 ZP, NLD"
2121710000000.0,NH Collection Amsterdam Doelen,NL,Amsterdam,52.3681919,4.8957609,"Nieuwe Doelenstraat 24, 1012 CP Amsterdam, Nederland, Amsterdam, Noord-Holland 1012 CP, NLD"
2224790000000.0,Radisson Blu Hotel Amsterdam,NL,Amsterdam,52.3702469,4.8966743,"Rusland 17, 1012 CK Amsterdam, Nederland, Amsterdam, Noord-Holland 1012 CK, NLD"
2310690000000.0,NH Collection Amsterdam Barbizon Palace,NL,Amsterdam,52.3764175,4.9002201,"Prins Hendrikkade 59, 1012 AE Amsterdam, Nederland, Amsterdam, Noord-Holland 1012 AE, NLD"
2482490000000.0,Hotel Esther a,NL,Amsterdam,52.3705447,4.8886439,"Singel 307, 1012 WJ Amsterdam, Nederland, Amsterdam, Noord-Holland 1012 WJ, NLD"
2525440000000.0,Ramada Apollo Amsterdam Centre,NL,Amsterdam,52.3681299,4.8440847,"Staalmeesterslaan 410, 1057 PH Amsterdam, Nederland, Amsterdam, Noord-Holland 1057 PH, NLD"
2576980000000.0,Park Plaza Vondelpark Amsterdam,NL,Amsterdam,52.3542655,4.8664365,"Koninginneweg 34, 1075 CZ Amsterdam, Nederland, Amsterdam, Noord-Holland 1075 CZ, NLD"
2757370000000.0,Royal Amsterdam Hotel,NL,Amsterdam,52.3657281,4.8972883,"Rembrandtplein 44, 1017 CV Amsterdam, Nederland, Amsterdam, Noord-Holland 1017 CV, NLD"
2783140000000.0,Dikker en Thijs Fenice Hotel,NL,Amsterdam,52.364971,4.8839827,"Prinsengracht 444, 1017 KE Amsterdam, Nederland, Amsterdam, Noord-Holland 1017 KE, NLD"
2989300000000.0,Swiss tel Amsterdam,NL,Amsterdam,52.3735266,4.8933041,"Damrak 97, 1012 LP Amsterdam, Nederland, Amsterdam, Noord-Holland 1012 LP, NLD"
3049430000000.0,Park Hotel,NL,Amsterdam,52.3613814,4.8832594,"Stadhouderskade 29A-3, 1071 ZD Amsterdam, Nederland, Amsterdam, Noord-Holland 1071 ZD, NLD"
3066610000000.0,Pulitzer Amsterdam,NL,Amsterdam,52.3728353,4.883326,"Prinsengracht 323, 1016 GZ Amsterdam, Nederland, Amsterdam, Noord-Holland 1016 GZ, NLD"
