Id,Name,Country,City,Latitude,Longitude,Address
1803890000000.0,pentahotel Vienna,AT,Vienna,48.1899743,16.3567007,"Margaretenstraße 92, 1050 Wien, Österreich, Wien, Wien 1050, AUT"
1812480000000.0,Hotel Stefanie,AT,Vienna,48.2142766,16.3801779,"Taborstraße 10, 1020 Wien, Österreich, Wien, Wien 1020, AUT"
1821070000000.0,Hotel Amadeus,AT,Vienna,48.2104468,16.3715781,"Wildpretmarkt 5, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
1958510000000.0,Gartenhotel Altmannsdorf Hotel 1,AT,Vienna,48.1640345,16.3216061,"Hoffingergasse 26-28, 1120 Wien, Österreich, Wien, Wien 1120, AUT"
2027220000000.0,DO CO Hotel Vienna,AT,Vienna,48.2082385,16.3715725,"Stephansplatz 12, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
2190430000000.0,Hotel Topazz,AT,Vienna,48.210285,16.373579,"Lichtensteg 3, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
2293510000000.0,FourSide Hotel Suites Vienna,AT,Vienna,48.2565936,16.4031426,"Freytaggasse 25, 1210 Wien, Österreich, Wien, Wien 1210, AUT"
2396590000000.0,Palais Coburg Residenz,AT,Vienna,48.2058584,16.3766545,"Seilerstätte 3d, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
2602750000000.0,Arthotel ANA Prime,AT,Vienna,48.1925582,16.3576071,"Schönbrunner Straße 41, 1050 Wien, Österreich, Wien, Wien 1050, AUT"
2662880000000.0,Hotel Kavalier,AT,Vienna,48.1940487,16.2971831,"Linzer Straße 163, 1140 Wien, Österreich, Wien, Wien 1140, AUT"
2714420000000.0,Falkensteiner Hotel Wien Zentrum Schottenfeld,AT,Vienna,48.2048494,16.343618,"Schottenfeldgasse 74, 1070 Wien, Österreich, Wien, Wien 1070, AUT"
2817500000000.0,Pakat Suites Hotel,AT,Vienna,48.19183,16.3770876,"Mommsengasse 5, 1040 Wien, Österreich, Wien, Wien 1040, AUT"
2920580000000.0,NH Wien Belvedere,AT,Vienna,48.1954348,16.383429,"Rennweg 12a, 1030 Wien, Österreich, Wien, Wien 1030, AUT"
2929170000000.0,IntercityHotel Wien,AT,Vienna,48.1965878,16.3413729,"Kaiserstraße 3, 1070 Wien, Österreich, Wien, Wien 1070, AUT"
3100970000000.0,Palais Hansen Kempinski Vienna,AT,Vienna,48.2163149,16.3685103,"Zelinkagasse 1, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
3143920000000.0,Austria Trend Hotel Europa Wien,AT,Vienna,48.2062103,16.3710387,"Neuer Markt 3, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
3221230000000.0,NH Wien City,AT,Vienna,48.2002872,16.3547746,"Mariahilfer Straße 32, 1070 Wien, Österreich, Wien, Wien 1070, AUT"
3255590000000.0,Lindner Hotel Am Belvedere,AT,Vienna,48.1955998,16.3826989,"Rennweg 12, 1030 Wien, Österreich, Wien, Wien 1030, AUT"
3324300000000.0,Appartement Hotel an der Riemergasse,AT,Vienna,48.2071576,16.3765913,"Riemergasse 8, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
3418790000000.0,Mercure Grand Hotel Biedermeier Wien,AT,Vienna,48.2038688,16.3887039,"1030 Wien, Österreich, Wien, Wien 1030, AUT"
3427380000000.0,Hotel Vienna,AT,Vienna,48.2196722,16.3863588,"Große Stadtgutgasse 31, 1020 Wien, Österreich, Wien, Wien 1020, AUT"
1735170000000.0,K K Palais Hotel,AT,Vienna,48.2138096,16.3714293,"Rudolfsplatz 11, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
1752350000000.0,Hotel Sans Souci Wien,AT,Vienna,48.204576,16.3563661,"Burggasse 2, 1070 Wien, Österreich, Wien, Wien 1070, AUT"
1778120000000.0,Hotel Johann Strauss,AT,Vienna,48.1949694,16.3692624,"Favoritenstraße 12, 1040 Wien, Österreich, Wien, Wien 1040, AUT"
1786710000000.0,Suite Hotel 900 m zur Oper,AT,Vienna,48.1935235,16.3669145,"Wiedner Hauptstraße 44, 1040 Wien, Österreich, Wien, Wien 1040, AUT"
1829660000000.0,Senator Hotel Vienna,AT,Vienna,48.2195864,16.3255339,"Hernalser Hauptstraße 105, 1170 Wien, Österreich, Wien, Wien 1170, AUT"
1864020000000.0,Arthotel ANA Boutique Six,AT,Vienna,48.1941905,16.3462578,"Webgasse 23, 1060 Wien, Österreich, Wien, Wien 1060, AUT"
1915560000000.0,Mercure Vienna First,AT,Vienna,48.2114567,16.3738677,"Desider-Friedmann-Platz 2, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
1967100000000.0,Vienna Sporthotel,AT,Vienna,48.191373,16.4082294,"Baumgasse 83, 1030 Wien, Österreich, Wien, Wien 1030, AUT"
1992860000000.0,Das Opernring Hotel,AT,Vienna,48.2026449,16.3671054,"Opernring 9, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
2018630000000.0,Pertschy Palais Hotel,AT,Vienna,48.2082256,16.3684123,"Habsburgergasse 10a, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
2078760000000.0,Hilton Vienna Plaza,AT,Vienna,48.2155236,16.3646858,"Wipplingerstraße 39, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
2190430000000.0,Austria Trend Hotel Doppio Wien,AT,Vienna,48.1854312,16.404884,"Rinnböckstraße, 1030 Wien, Österreich, Wien, Wien 1030, AUT"
2319280000000.0,The Ritz Carlton Vienna,AT,Vienna,48.2022742,16.3762615,"Schubertring 5, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
2362230000000.0,Hotel Bellevue Wien,AT,Vienna,48.2264063,16.3600628,"Althanstraße 5, 1090 Wien, Österreich, Wien, Wien 1090, AUT"
2448130000000.0,Grand Hotel Wien,AT,Vienna,48.2021105,16.3720841,"Kärntner Ring 9, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
2826090000000.0,Exe Vienna,AT,Vienna,48.2149414,16.3365285,"Ottakringer Straße 34-36, 1170 Wien, Österreich, Wien, Wien 1170, AUT"
2869040000000.0,Mercure Secession Wien,AT,Vienna,48.200561,16.3647063,"Getreidemarkt 5, 1060 Wien, Österreich, Wien, Wien 1060, AUT"
2954940000000.0,Hotel Capricorno,AT,Vienna,48.2111522,16.3788631,"Schwedenplatz 3-4, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
3006480000000.0,Hotel Bristol A Luxury Collection Hotel,AT,Vienna,48.2024907,16.3702656,"Kärntner Ring 1, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
3066610000000.0,Grand Ferdinand Vienna Your Hotel In The City Center,AT,Vienna,48.2022415,16.3749336,"Schubertring 10-12, 1010 Wien, Österreich, Wien, Wien 1010, AUT"
3126740000000.0,Park Inn by Radisson Uno City Vienna,AT,Vienna,48.2340799,16.4210093,"Wagramer Straße 16, 1220 Wien, Österreich, Wien, Wien 1220, AUT"
3178280000000.0,25hours Hotel beim MuseumsQuartier,AT,Vienna,48.2064745,16.3546297,"Museumstraße 9, 1070 Wien, Österreich, Wien, Wien 1070, AUT"
